,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
1949,ENZRXN-20022,3-<i>O</i>-&alpha;-D-glucosyl-L-rhamnose phosphorylase,MONOMER-17154,['RXN-13075'],N/A
1950,ENZRXN-3464,organomercury lyase,MONOMER-3304,['R581-RXN'],"['(CPD-901 CPD-8870)', '(CPD-901 CPD-8869)', '(CPD-901 CPD-8868)', '(CPD-901 CPD-8867)', '(CPD-901 CPD-8866)', '(CPD-901 CPD-8865)']"
1951,ENZRXN66-2009,histidine decarboxylase,CPLX66-427,['HISTIDINE-DECARBOXYLASE-RXN'],N/A
1952,ENZRXN-20166,"2-hydroxy-6-oxo-7-methyl-octa-2,4-dienoate hydrolase",MONOMER-17250,['RXN-668'],N/A
1953,ENZRXN0-7649,adenosine 2'3'-cyclic phosphodiesterase,CPDB-MONOMER,['RXN-14113'],N/A
1954,ENZRXN0-7815,5-aminomethyluridine-tRNA synthase,CPLX0-7609,['RXN0-7083'],N/A
1955,ENZRXN-22533,cholesterol 7-desaturase,MONOMER-18486,['RXN-16379'],N/A
1956,ENZRXN-5906,dimethylallyl-diphosphate:AMP dimethylallyltransferase,AT3G63110-MONOMER,['RXN-4307'],N/A
1957,ENZRXN-20427,malate dehydrogenase (NAD),AT3G47520-MONOMER,['MALATE-DEH-RXN'],N/A
1958,ENZRXN-22677,SCPL anthraniloyl-<i>O</i>-glucose desacyl-avenacin A acyltransferase,CPLX-8850,['RXN-15390'],N/A
1959,ENZRXN-13952,enolase,CPLX-7364,['2PGADEHYDRAT-RXN'],N/A
1960,ENZRXN-20609,squalenehopanol cyclase,MONOMER-17492,['RXN-4961'],N/A
1961,ENZRXN-16768,ornithine decarboxylase,MONOMER-14990,['ORNDECARBOX-RXN'],N/A
1962,ENZRXN-14098,L-gulonate 3-dehydrogenase,CPLX-7424,['L-GULONATE-3-DEHYDROGENASE-RXN'],"['(L-GULONATE CPD-1843)', '(L-GULONATE L-THREONATE)']"
1963,ENZRXN66-5760,cysteamine dioxygenase,HS17749-MONOMER,['CYSTEAMINE-DIOXYGENASE-RXN'],N/A
1964,ENZRXN-16909,alcohol dehydrogenase,MONOMER-15105,['ALCOHOL-DEHYDROG-RXN'],N/A
1965,ENZRXN-24873,ribitol dehydrogenase,MONOMER-19889,['RIBITOL-2-DEHYDROGENASE-RXN'],N/A
1966,ENZRXN-12617,&beta;-carotene dioxygenase,AT3G63520-MONOMER,['RXN-7883'],N/A
1967,ENZRXN-22934,deoxyhypusine synthase,CPLX-8884,['2.5.1.46-RXN'],N/A
1968,ENZRXN66-768,"fructose-6P, 2 kinase",CPLX66-506,['6-PHOSPHOFRUCTO-2-KINASE-RXN'],N/A
1969,ENZRXN-14350,3-hydroxybutyryl-CoA dehydrogenase,CPLX-7511,['RXN-5901'],N/A
1970,ENZRXN0-8407,1-acyl-lysophospholipase,CPLX0-7944,['RXN-19312'],N/A
1971,ENZRXN-17166,inositol hexakisphosphate 1-kinase,HS07278-MONOMER,['RXN-10972'],N/A
1972,ENZRXN-2503,"UDP-glucose:1,4-&beta;-D-glucan 4-&beta;-D-glucosyltransferase",MONOMER-2363,['CELLULOSE-SYNTHASE-UDP-FORMING-RXN'],N/A
1973,ENZRXN-5069,chalcone reductase,MONOMER-4908,['RXN-3142'],N/A
1974,ENZRXN-23070,D-ribose 5-phosphate:D-fructose 6-phosphate transaldolase,MONOMER-18839,['RXN-15790'],"['(CPD-15709 D-SEDOHEPTULOSE-7-P)', '(RIBOSE-5P CPD-17006)']"
1975,ENZRXN-25275,phenylacetonitrile-specifier protein,AT5G48180-MONOMER,['RXN-12025'],N/A
1976,ENZRXN-14511,littorine mutase,MONOMER-13617,['RXN-8255'],N/A
1977,ENZRXN-11766,pyrroline-5-carboxylate reductase,CPLX-6781,['PYRROLINECARBREDUCT-RXN'],N/A
1978,ENZRXN-17318,arabinogalactan &alpha;(1-->3) arabinofuranosyltransferase,G185E-8091-MONOMER,['RXN-11094'],N/A
1979,ENZRXN0-8261,enoyl-CoA hydratase,FADB-CPLX,['RXN-17793'],N/A
1980,ENZRXNQT-7451,UDP kinase,CPLX-8615,['UDPKIN-RXN'],N/A
1981,ENZRXN-6911,tricyclene synthase,AT2G24210-MONOMER,['RXN-5121'],N/A
1982,ENZRXN-25419,UDP4-dehydro-&beta;-L-rhamnose 4-reductase,AT3G14790-MONOMER,['RXN-10740'],N/A
1983,ENZRXN-20881,malate dehydrogenase (NADP),MONOMER-17678,['MALATE-DEHYDROGENASE-NADP+-RXN'],N/A
1984,ENZRXN-11975,<i>ent</i>-kaur-16-en-19-al oxidase,AT5G25900-MONOMER,['RXN-13190'],N/A
1985,ENZRXN-18706,oleate epoxidase,AT5G04660-MONOMER,['RXN-12143'],N/A
1986,ENZRXN-7682,2-hydroxyisoflavanone dehydratase,MONOMER-7462,['RXN-3284'],N/A
1987,ENZRXN-12888,thioglucoside glucohydrolase,AT5G25980-MONOMER,['RXN-8134'],N/A
1988,ENZRXN-21031,(<i>S</i>)-canadine <i>N</i>-methyltransferase,MONOMER-13847,['RXN-13806'],N/A
1989,ENZRXN1A0-6320,(S)-DNPA isomerase,SCO5075-MONOMER,['RXN1A0-6316'],N/A
1990,ENZRXN-18848,pyrrole-2-carboxylate monooxygenase,CPLX-8251,['RXN-12222'],N/A
1991,ENZRXN-2333,"1,4-a-D-glucan:phosphate a-D-glucosyltransferase",CPLX-1971,['RXN-1826'],N/A
1992,ENZRXN-13039,zeaxanthin ketolase,MONOMER-12390,['RXN-8189'],N/A
1993,ENZRXN-21288,thymidine phosphorylase,CPLX-8610,['THYM-PHOSPH-RXN'],N/A
1994,ENZRXN1G-180,6-O-cis-methoxy-mycolyl-trehalose-6-phosphate phosphohydrolase,G185E-7677-MONOMER,['RXN1G-1436'],N/A
1995,ENZRXN-14827,4-hydroxybenzoate-polyprenyltransferase,MONOMER-13869,['2.5.1.39-RXN'],"['(CPD-21340 ALL-TRANS-HEXAPRENYL-DIPHOSPHATE)', '(CPD-21340 ALL-TRANS-PENTAPRENYL-DIPHOSPHATE)']"
1996,ENZRXN-9782,dimethylallyl-diphosphate:NAD(P)+ oxidoreductase,AT4G34350-MONOMER-9581,['RXN0-884'],N/A
1997,ENZRXN-17602,D-xylose reductase,MONOMER-15496,['RXN-11315'],"['(CPD-15377 L-ARABINOSE)', '(CPD-15377 CPD0-1551)', '(CPD-15377 RIBOSE)', '(CPD-15377 |D-Galactose|)', '(CPD-15377 |D-Glucose|)']"
1998,ENZRXN-23461,quinol vinyl ether peroxidase,MONOMER-15268,['RXN-16235'],N/A
1999,LYXISOM-ENZRXN,L-lyxose isomerase,CPLX0-7652,['LYXISOM-RXN'],N/A
2000,ENZRXN-2146,(homo)<SUB>2</SUB>citrate synthase,MONOMER-2002,['R211-RXN'],N/A
2001,ENZRXN-25679,tRNA-5-(2-methoxy-2-oxoethyl)uridine 2-sulfurtransferase,CPLX-9230,['RXN-18699'],N/A
2002,ENZRXN-14987,(-)-menthone monooxygenase,MONOMER-13964,['RXN-9441'],N/A
2003,ENZRXN-23703,unsaturated chondroitin disaccharide hydrolase,MONOMER-16268,['RXN-12178'],N/A
2004,ENZRXN-17766,2-(7'-methylthio)heptylmalate isomerase,CPLX-9161,['RXNQT-4176'],N/A
2005,ENZRXN-12247,S-2-methylbutryl-CoA:FAD oxidoreductase,CPLX-6943,['2-METHYLACYL-COA-DEHYDROGENASE-RXN'],N/A
2006,PRPPSYN-ENZRXN,ribose-phosphate diphosphokinase,PRPPSYN-MONOMER,['PRPPSYN-RXN'],N/A
2007,ENZRXN-15287,D-phenylalanyl-L-prolyl-L-valyl-L-ornithyl-L-leucyl-[NRPS-pcp] synthetase,MONOMER-14129,['RXN-9677'],N/A
2008,ENZRXN3O-1394,cytidine deaminase,CPLX-8623,['CYTIDEAM2-RXN'],N/A
2009,ENZRXN-18010,CDP reductase,CPLX-8111,['CDPREDUCT-RXN'],N/A
2010,ENZRXN-25822,"Man<sub>6</sub>GlcNAc<sub>2</sub> isomer 6A<sub>1,2,3</sub> 1,2-&alpha;-mannosidase",HS04162-MONOMER,['RXN-18918'],N/A
2011,VALINE-PYRUVATE-AMINOTRANSFER-ENZRXN,valine&mdash;pyruvate aminotransferase,VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,['VALINE-PYRUVATE-AMINOTRANSFER-RXN'],['(VAL GLT)']
2012,ENZRXN-23836,"&beta;,&beta;,&beta;-trigalactosyldiacylglycerol galactosyltransferase",AT3G06510-MONOMER,['RXN-16635'],N/A
2013,ENZRXN-9003,teichoic acid poly(glycerol phosphate) polymerase,BSU35720-MONOMER,['TEICHOICSYN4-RXN'],N/A
2014,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-ENZRXN,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,['RXN-1623'],"['(ACYL-COA OLEOYL-COA)', '(ACYL-COA PALMITYL-COA)']"
2015,ENZRXN-26075,&beta;-D-GlcA-(1&rarr;3)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Glc-DolP isomerase,MONOMER-20385,['RXN-19208'],N/A
2016,ENZRXN-12418,L-leucine:2-oxoglutarate aminotransferase,CPLX-7026,['BRANCHED-CHAINAMINOTRANSFERLEU-RXN'],N/A
2017,ENZRXN-19123,diacylglycerol 3-amino-3-carboxypropyl transferase,MONOMER-16555,['RXN-12347'],N/A
2018,ENZRXN-15457,dimethylsulfoniopropionate lyase,MONOMER-14241,['DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN'],N/A
2019,ENZRXN-13301,oleoyl-lipid 12-(<i>E</i>) desaturase,MONOMER-12589,['RXN-8392'],['(|Oleoyl-lipid| |Palmitoleoyl-lipid|)']
2020,ENZRXN-18159,"(11Z,14Z)-icosa-11,14-dienoyl-CoA 5-desaturase",MONOMER-15859,['RXN-11677'],N/A
2021,ENZRXN3O-10788,mRNA (guanine-<em>N</em><small><sup>7</sup></small>)-methyltransferase,G3O-29167-MONOMER,['MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN'],N/A
2022,ENZRXN-26209,"&alpha;-dystroglycan &alpha;1,3-xylosyltransferase",ENSG00000133424-MONOMER,['RXN-19404'],N/A
2023,ENZRXN0-2861,3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-[acp] reductase,CPLX0-8005,['RXN0-2142'],N/A
2024,ENZRXN-19266,1-lysophosphatidylcholine acylhydrolase,AT4G18550-MONOMER,['PHOSPHOLIPASE-A1-RXN'],N/A
2025,ENZRXN-21722,ribitol dehydrogenase,AT5G51970-MONOMER,['RIBITOL-2-DEHYDROGENASE-RXN'],N/A
2026,ENZRXN0-5421,7-cyano-7-deazaguanine reductase,CPLX0-3501,['RXN0-4022'],N/A
2027,ENZRXN-19561,3-ketodihydrosphinganine reductase,AT3G06060-MONOMER,['3-DEHYDROSPHINGANINE-REDUCTASE-RXN'],N/A
2028,ENZRXN-26578,<em>N</em>-[(2<em>S</em>)-2-amino-2-carboxyethyl]-<small>L</small>-glutamate dehydrogenase,CPLX-9313,['RXN-18393'],N/A
2029,ENZRXN5F9-2435,"biphenyl 2,3-dioxygenase",CPLX5F9-2351,['1.14.12.18-RXN'],N/A
2030,ENZRXN-21870,prephenate dehydrogenase,MONOMER-18092,['PREPHENATEDEHYDROG-RXN'],N/A
2031,ENZRXN-24076,L-serine--[seryl-carrier protein] ligase,MONOMER-19434,['RXN-16906'],N/A
2032,ENZRXN-19718,"3-oxo-23,24-bisnorchol-4-en-22-oate 9&alpha;-hydroxylase",CPLX-8364,['RXN-12740'],N/A
2033,ENZRXN-22115,tauropine synthase,MONOMER-18217,['TAUROPINE-DEHYDROGENASE-RXN'],"['(TAURINE CPD-10559)', '(PYRUVATE 2-OXOHEXANOATE)', '(PYRUVATE CPD-3618)', '(TAURINE CPD-11725)', '(PYRUVATE OH-PYR)', '(PYRUVATE GLYOX)', '(TAURINE HYPOTAURINE)', '(PYRUVATE OXALACETIC_ACID)', '(PYRUVATE 2-OXOBUTANOATE)']"
2034,ENZRXN66-1674,linoleoyl-CoA 6-desaturase,HS05918-MONOMER,['1.14.19.3-RXN'],N/A
2035,DIOHBUTANONEPSYN-ENZRXN,"3,4-dihydroxy-2-butanone-4-phosphate synthase",DIOHBUTANONEPSYN-CPLX,['DIOHBUTANONEPSYN-RXN'],N/A
2036,ENZRXN0-7308,protein methylthiotransferase,G6435-MONOMER,['RXN0-6366'],N/A
2037,ENZRXN-15735,"5-chloro-3-methylcatechol 1,2-dioxygenase",CPLX-7713,['RXN-9902'],N/A
2038,ENZRXN-24212,6-deoxy-6-sulfogluconolactonase,MONOMER-19522,['RXN-17095'],N/A
2039,ENZRXN-13532,(3R)-linalool synthase,MONOMER-12765,['4.2.3.26-RXN'],N/A
2040,ENZRXN-22258,pyruvate dehydrogenase kinase,CPLX-8772,['2.7.11.2-RXN'],N/A
2041,ENZRXN-18421,(<i>3S</i>)-(<i>E</i>)-nerolidol synthase,MONOMER-12826,['RXN-8616'],N/A
2042,ENZRXN-10783,DIMBOA UDP-glucosyltransferase,MONOMER-10602,['RXN-7022'],N/A
2043,ENZRXN-16204,quercetin 3-sulfotransferase,MONOMER-14676,['FLAVONOL-3-SULFOTRANSFERASE-RXN'],N/A
2044,ENZRXN-15956,phosphatidylserine synthase,MONOMER-14512,['PHOSPHASERSYN-RXN'],N/A
2045,ENZRXN-26446,4-hydroxybenzaldehyde dehydrogenase,G3O-32806-MONOMER,['HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN'],N/A
2046,ENZRXN-13664,1-<i>O</i>-hydroxycinnamoyl-&beta;-glucose: amaranthin <i>O</i>-hydroxycinnamoyl transferase,MONOMER-12828,['RXN-8493'],N/A
2047,ENZRXN-24456,C40-phthioceranyl-CoA synthase,G185E-8121-MONOMER,['RXN-17321'],N/A
2048,ENZRXN-18573,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--D-lysine ligase,MONOMER-16146,['RXN-12042'],N/A
2049,ENZRXN0-6439,Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA,CHAA-MONOMER,['TRANS-RXN-42'],N/A
2050,ENZRXN-16450,indole-3-acetyl-isoleucine synthetase,AT2G23170-MONOMER,['RXN-10430'],N/A
2051,ENZRXN-2865,fructose-bisphosphate aldolase,MONOMER-546,['F16ALDOLASE-RXN'],N/A
2052,ENZRXN66-2579,(3R)-3-hydroxyacyl-[acyl-carrier protein]:NADP+ oxidoreductase,CPLX-7628,['3-OXOACYL-ACP-REDUCT-RXN'],N/A
2053,ENZRXN-20004,nicotine dehydrogenase,CPLX-2221,['NICOTINE-DEHYDROGENASE-RXN'],N/A
2054,ENZRXN-24597,12-ethyl-3-(1-hydroxyethyl)-8-isobutylbacteriochlorophyllide <i>d</i> C-20 methyltransferase,MONOMER-19715,['RXN-17445'],N/A
2055,ENZRXN66-19881,"1,8-cineole 2-<i>exo</i>-monooxygenase",HS08544-MONOMER,['RXN-4342'],N/A
2056,ENZRXN-3388,"fluorene 1,2-dioxygenase",CPLX-2643,['RXN-2482'],N/A
2057,ENZRXN0-7633,peptidoglycan LD-carboxypeptidase,G7147-MONOMER,['RXN0-5227'],N/A
2058,ENZRXN-20151,succinyl-CoA reductase,MONOMER-17243,['RXN-8891'],N/A
2059,ENZRXN-2251,1-18:1-2-16:0-monogalactosyldiacylglycerol desaturase,CPLX-1908,['RXN-1728'],N/A
2060,ENZRXN0-7796,2-dehydro-3-deoxy-D-pentonate aldolase,CPLX0-7940,['4.1.2.28-RXN'],N/A
2061,ENZRXN-20410,intermedeol synthase,MONOMER-17397,['RXN-13399'],N/A
2062,ENZRXN-5821,fatty acid &alpha;-dioxygenase,CPLX-4101,['RXN-4121'],N/A
2063,ENZRXN-13935,glutamate synthase,CPLX-7349,['GLUTAMATESYN-RXN'],N/A
2064,ENZRXN-22660,UDP-glucose: N-methylanthranilate glucosyltransferase,MONOMER-18568,['RXN-15371'],N/A
2065,ENZRXN-16752,aldehyde oxidase,MONOMER-14974,['ALDEHYDE-OXIDASE-RXN'],N/A
2066,ENZRXN-20591,patchoulene synthase,MONOMER-14859,['RXN-10602'],N/A
2067,ENZRXN66-5522,glucuronyl-galactosyl-proteoglycan 4-&alpha;-<i>N</i>-acetylglucosaminyltransferase,HS08719-MONOMER,['2.4.1.223-RXN'],N/A
2068,ENZRXN-14078,cobalamin adenosyltransferase,CPLX-7420,['RXN-19335'],N/A
2069,ENZRXN-24852,D-erythrulose 1-phosphate 3-epimerase,MONOMER-19886,['RXN-17771'],N/A
2070,ENZRXN-16893,tryptophan decarboxylase,MONOMER-15094,['AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN'],N/A
2071,ENZRXN-22917,berberine reductase,MONOMER-18733,['RXN-15640'],N/A
2072,ENZRXN-12602,D-3-hydroxyacyl-CoA hydro-lyase,CPLX-7066,['RXN-7699'],N/A
2073,ENZRXN-14333,glutamine synthetase,CPLX-7504,['GLUTAMINESYN-RXN'],N/A
2074,ENZRXN66-6867,11-deoxycorticosterone hydroxylase,HS11355-MONOMER,['RXN66-359'],N/A
2075,ENZRXN-17150,5-phosphoribosyl 1-pyrophosphate pyrophosphatase,HS10696-MONOMER,['RXN-10969'],N/A
2076,ENZRXN0-8385,RNA phosphohydrolase,G7459-MONOMER,['RXN0-7283'],N/A
2077,ENZRXN-5021,2-keto-3-deoxygluconate aldolase,CPLX-3801,['DHDOGALDOL-RXN'],"['(GLYCERALD L-GLYCERALDEHYDE)', '(2-DEHYDRO-3-DEOXY-D-GLUCONATE 2-DEHYDRO-3-DEOXY-D-GALACTONATE)']"
2078,ENZRXN-25014,dihydrogeranylgeranyl diphosphate reductase,MONOMER-14870,['RXN-7659'],N/A
2079,ENZRXN-25259,5-(methylsulfanyl)pentanenitrile-specifying protein,MONOMER-16131,['RXN-18223'],N/A
2080,ENZRXN-23054,fumiquinazoline F synthetase,MONOMER-18827,['RXN-15746'],N/A
2081,ENZRXN-11715,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase",CPLX-6744,['2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN'],N/A
2082,ENZRXN-14492,L-malyl CoA lyase,CPLX-7549,['MALYL-COA-LYASE-RXN'],N/A
2083,ENZRXN0-8182,fumarate:H<sup>+</sup> symporter,DCUC-MONOMER,['TRANS-RXN-299'],N/A
2084,ENZRXN-17296,melatonin 6-hydroxylase,HS06728-MONOMER,['RXN-11056'],N/A
2085,ENZRXN-6881,<i>meso</i>-diaminopimelate D-dehydrogenase,CPLX-4421,['DIAMINOPIMELATE-DEHYDROGENASE-RXN'],N/A
2086,ENZRXNQT-7247,dihydroorotate dehydrogenase,AT5G23300-MONOMER,['DIHYDROOROTATE-DEHYDROGENASE-RXN'],N/A
2087,ENZRXN-20861,alkaline peroxidase,CPLX-8561,['PEROXID-RXN'],N/A
2088,ENZRXN-25402,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactose:2-oxoglutarate ligase",CPLX-9163,['RXN-18324'],['(UDP-4-AMINO-4-DEOXY-L-ARABINOSE CPD-663)']
2089,ENZRXN-18689,cholesterol glucosyltransferase,AT3G07020-MONOMER,['RXN-12127'],N/A
2090,ENZRXN-11957,"gibberellin A53,2-oxoglutarate:oxygen oxidoreductase",AT1G50960-MONOMER,['RXN-991'],N/A
2091,ENZRXN-12869,dimethylsulfide:MtsB protein methyltransferase,CPLX-7112,['RXN-8125'],"['(CPD-7670 CPD-7678)', '(CPD-7670 2-MERCAPTOETHANOL)', '(CPD-7670 CPD-7677)', '(CPD-7670 CPD-7676)', '(CPD-7670 CPD-7672)']"
2092,ENZRXN-7582,glutamine synthetase,CPLX-4582,['GLUTAMINESYN-RXN'],N/A
2093,ENZRXNQT-12526,7-(methylthio)heptylglucosinolate <i>S</i>-oxygenase,AT1G62540-MONOMER,['RXNQT-4337'],N/A
2094,ENZRXN-21012,<i>sn</i>-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase,AT3G11430-MONOMER,['RXN-13805'],N/A
2095,ENZRXN18C3-95,gentisate 5-<i>O</i>-&beta;-<i>D</i>-xylosyltransferase,MONOMER18C3-50,['RXN18C3-51'],N/A
2096,ENZRXN-1883,4-hydroxybenzoate-CoA ligase,OHBENCOATHAUERA-MONOMER,['4-HYDROXYBENZOATE--COA-LIGASE-RXN'],N/A
2097,ENZRXN-23312,"1'-hydroxy-1',2'-dihydro-&beta;,&psi;-caroten-4'-one <i>O</i>-methyltransferase",MONOMER-19028,['RXN-16057'],"['(CPD-17301 CPD-11465)', '(CPD-17301 CPD-11467)']"
2098,ENZRXN-13023,&beta;-ring carotenoid 4-ketolase,MONOMER-12386,['RXN-8185'],N/A
2099,ENZRXN-21265,caloxanthin 2'-&beta;-hydroxylase,MONOMER-17879,['RXN-14017'],N/A
2100,ENZRXN1G-1650,arabinogalactan:trehalose-trans-keto-mycolate mycolyltransferase,G185E-6081-MONOMER,['RXN1G-1637'],N/A
2101,ENZRXN-14811,dihydrochelirubine:oxygen oxidoreductase,MONOMER-12345,['RXN-9275'],N/A
2102,ENZRXN-9663,ketopantoate hydroxymethyltransferase,AT3G61530-MONOMER,['3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN'],N/A
2103,ENZRXN-17581,"D,D-carboxypeptidase",MONOMER-15477,['3.4.16.4-RXN'],N/A
2104,ENZRXN-23445,alcohol dehydrogenase,G18NG-12424-MONOMER,['RXN-12448'],['(|Secondary-Alcohols| ISO-PROPANOL)']
2105,L-LACTDEHYDROGFMN-ENZRXN,L-lactate dehydrogenase,L-LACTDEHYDROGFMN-MONOMER,['L-LACTDEHYDROGFMN-RXN'],['(L-LACTATE CPD-3564)']
2106,ENZRXN-21445,dUTP phosphohydrolase,BSU30630-MONOMER,['RXN-14199'],N/A
2107,ENZRXN-25663,phosphatidylinositol dimannoside mannosyltransferase,GT3Z-6196-MONOMER,['RXN-18680'],N/A
2108,ENZRXN-14968,mugineic-acid 3-dioxygenase,MONOMER-13972,['RXN-7982'],N/A
2109,ENZRXN-23687,heparan sulfate lyase,MONOMER-19211,['4.2.2.8-RXN'],N/A
2110,ENZRXN-17742,2-keto-3-deoxy-L-galactonate aldolase,MONOMER-15605,['RXN-11381'],"['(L-GLYCERALDEHYDE GLYCOLALDEHYDE)', '(L-GLYCERALDEHYDE METHYL-GLYOXAL)']"
2111,ENZRXN-1223,"4-coumarte,NADPH:oxygen oxidoreductase (3-hydroxylating)",AT2G40890-MONOMER,['RXN-1103'],N/A
2112,PORPHOBILSYNTH-ENZRXN,porphobilinogen synthase,PORPHOBILSYNTH-CPLX,['PORPHOBILSYNTH-RXN'],N/A
2113,ENZRXN-15266,stearoyl-CoA &Delta;9-desaturase,MONOMER-14123,['1.14.19.1-RXN'],N/A
2114,ENZRXN3O-1317,ornithine carbamoyltransferase,YJL088W-MONOMER,['ORNCARBAMTRANSFER-RXN'],N/A
2115,ENZRXN-17996,flavin-dependent thymidylate synthase,CPLX-8102,['RXN-8850'],N/A
2116,ENZRXN-25804,"A-antigen endo-1,4-&beta;-galactosidase",MONOMER-20296,['3.2.1.102-RXN'],N/A
2117,ENZRXN-8947,"7,8-dihydroneopterin aldolase",CPLX-7907,['H2NEOPTERINALDOL-RXN'],N/A
2118,ENZRXN-23819,(3<i>R</i>)-3-hydroxydecanoyl-[acp] dehydratase,MONOMER-19311,['RXN-9655'],N/A
2119,ENZRXN-26059,4-oxopentanoyl-CoA 4-dehydrogenase,MONOMER-20378,['RXN-19186'],N/A
2120,ENZRXN-12400,&beta;-methyl-D-malate hydro-lyase (2-methylmaleate-forming),CPLX-7020,['RXN-7744'],N/A
2121,ENZRXN-19104,squalene synthase,MONOMER-14640,['RXN-12263'],N/A
2122,ENZRXN-15441,"UDP-glucose:4-hydroxylamino-2,6-dinitrotoluene C-glucosyltransferase",AT2G15490-MONOMER,['RXN-9749'],N/A
2123,ENZRXN-13280,chlorophyllase,MONOMER-12562,['RXN-8357'],N/A
2124,ENZRXN-18140,laccase,MONOMER-13742,['RXN-11661'],N/A
2125,ENZRXN3O-1061,FAD synthetase,YDL045C-MONOMER,['FADSYN-RXN'],N/A
2126,ENZRXN-26194,glyoxal reductase,BSU33400-MONOMER,['RXN-19387'],"['(CPD-8887 CPD0-1551)', '(CPD-8887 CPD0-2032)']"
2127,ENZRXN0-274,hydroxypyruvate isomerase,CPLX-171,['RXN0-305'],N/A
2128,ENZRXN-19250,&iota;-carrageenase,MONOMER-16653,['3.2.1.157-RXN'],N/A
2129,ENZRXN-21704,3-hydroxymyristoyl-[acyl-carrier protein] dehydratase,YKL182W-MONOMER,['RXN-9537'],N/A
2130,ENZRXN0-5061,methionine-<i>S</i>-sulfoxide reductase,EG10124-MONOMER,['1.8.4.13-RXN'],N/A
2131,ENZRXN-19543,preflagellin peptidase,MONOMER-16809,['RXN-12619'],N/A
2132,ENZRXN-21854,"7,8,4'-trihydroxyflavone methyltransferase",MONOMER-18069,['RXN-14658'],N/A
2133,UDPNACETYLMURAMATEDEHYDROG-ENZRXN,UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase,UDPNACETYLMURAMATEDEHYDROG-MONOMER,['UDPNACETYLMURAMATEDEHYDROG-RXN'],N/A
2134,ENZRXN-19698,selenocysteine synthase,MONOMER-16911,['RXN-12726'],N/A
2135,ENZRXN4FS-3,N-methylphosphoethanolamine cytidylyltransferase,MONOMER4FS-3,['2.7.7.57-RXN'],N/A
2136,ENZRXN66-1583,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",CPLX66-301,['RXN-15513'],N/A
2137,ENZRXN-24059,6-hydroxy-norbikaverin 3-<i>O</i>-methyltransferase,MONOMER-19416,['RXN-16887'],N/A
2138,ENZRXN0-7207,2-hydroxyethyldisulfide reductase,CPLX0-7806,['RXN0-6256'],N/A
2139,ENZRXN-221,butyryl-CoA dehydrogenase,BCDCLOS-MONOMER,['BUTYRYL-COA-DEHYDROGENASE-RXN'],N/A
2140,ENZRXN-24196,3-hydroxy-4-methyl-anthranilate pentapeptide lactone synthase,MONOMER-19508,['RXN-17073'],N/A
2141,DIACYLGLYKIN-ENZRXN,diacylglycerol kinase,DIACYLGLYKIN-CPLX,['DIACYLGLYKIN-RXN'],N/A
2142,ENZRXN-22239,4-coumarate 3-monooxygenase,MONOMER-2841,['RXN-14988'],N/A
2143,ENZRXN-15716,"4-chlorocatechol 1,2-dioxygenase",CPLX-7711,['RXN-9870'],N/A
2144,ENZRXN-10581,glutamate synthase,AT5G04140-MONOMER,['GLUTAMATE-SYNTHASE-FERREDOXIN-RXN'],N/A
2145,ENZRXN-13512,&alpha;-himachalene synthase,AG5-MONOMER,['RXN-8543'],N/A
2146,ENZRXN-15934,(<i>E</i>)-&beta;-farnesene synthase,MONOMER-14489,['RXN-8422'],N/A
2147,ENZRXN-18398,shikimate kinase,AT4G39540-MONOMER,['SHIKIMATE-KINASE-RXN'],N/A
2148,ENZRXN-13646,(-)-&beta;-pinene synthase,MONOMER-12819,['RXN-5107'],N/A
2149,ENZRXN-16188,2-chloro-4-fluoromuconate cycloisomerase,CPLX-7805,['RXN-10123'],N/A
2150,ENZRXN-18557,"3,5-diiodothyronine 5-deiodinase",CPLX-7848,['RXN-12035'],N/A
2151,ENZRXN-26430,quercetin 3'-<em>O</em>-methyltransferase,MONOMER-20528,['RXN-8262'],N/A
2152,ENZRXN-16421,11-hydroxyjasmonate sulfotransferase,AT5G07010-MONOMER,['RXN-10453'],N/A
2153,ENZRXN-24439,phthiodiolenone synthase,CPLX-9045,['RXN-17272'],N/A
