,entry,reaction,product
162,1.14.14.129,"['(1) oleoyl-CoA + [reduced NADPH---hemoprotein reductase] + O2 = 18-hydroxyoleoyl-CoA + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R10999]', '(2) linoleoyl-CoA + [reduced NADPH---hemoprotein reductase] + O2 = 18-hydroxylinoleoyl-CoA + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R11000]']","['18-hydroxyoleoyl-CoA [CPD:C21005]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '18-hydroxylinoleoyl-CoA [CPD:C21006]', 'oleoyl-CoA [CPD:C00510]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', 'linoleoyl-CoA [CPD:C02050]']"
163,1.14.14.134,"['(1) beta-amyrin + [reduced NADPH---hemoprotein reductase] + O2 = 24-hydroxy-beta-amyrin + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09604]', '(2) sophoradiol + [reduced NADPH---hemoprotein reductase] + O2 = 24-hydroxysophoradiol + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09605]']","['24-hydroxy-beta-amyrin [CPD:C19732]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '24-hydroxysophoradiol [CPD:C08980]', 'beta-amyrin [CPD:C08616]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', 'sophoradiol [CPD:C19733]']"
164,1.14.14.135,"['(1) 2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan + [reduced NADPH---hemoprotein reductase] + O2 = glyceollin II + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R07195]', '(2) 2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan + [reduced NADPH---hemoprotein reductase] + O2 = glyceollin III + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R07196]', '(3) 4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan + [reduced NADPH---hemoprotein reductase] + O2 = glyceollin I + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R07197]']","['glyceollin II', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', 'glyceollin III [CPD:C15511]', 'glyceollin I', '2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan [CPD:C15509]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan [CPD:C15510]']"
165,1.14.14.145,"['abieta-7,13-dien-18-ol + 2 [reduced NADPH---hemoprotein reductase] + 2 O2 = abieta-7,13-dien-18-oate + 2 [oxidized NADPH---hemoprotein reductase] + 3 H2O (overall reaction) [RN:R12122]', '(1a) abieta-7,13-dien-18-ol + [reduced NADPH---hemoprotein reductase] + O2 = abieta-7,13-dien-18,18-diol + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R10077]', '(1b) abieta-7,13-dien-18,18-diol = abieta-7,13-dien-18-al + H2O (spontaneous) [RN:R10078]', '(1c) abieta-7,13-dien-18-al + [reduced NADPH---hemoprotein reductase] + O2 = abieta-7,13-dien-18-oate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12123]']","['abieta-7,13-dien-18-oate [CPD:C06087]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', 'abieta-7,13-dien-18,18-diol [CPD:C20329]', 'abieta-7,13-dien-18-al [CPD:C11887]', 'abieta-7,13-dien-18-ol [CPD:C11882]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', 'abieta-7,13-dien-18,18-diol [CPD:C20329]', 'abieta-7,13-dien-18-al [CPD:C11887]']"
166,1.14.14.147,"['(1) 3-epi-6-deoxocathasterone + [reduced NADPH---hemoprotein reductase] + O2 = 6-deoxotyphasterol + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R07792]', '(2) (22S,24R)-22-hydroxy-5alpha-ergostan-3-one + [reduced NADPH---hemoprotein reductase] + O2 = 3-dehydro-6-deoxoteasterone + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R07791]']","['6-deoxotyphasterol [CPD:C15801]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '3-dehydro-6-deoxoteasterone [CPD:C15800]', '3-epi-6-deoxocathasterone [CPD:C16251]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '(22S,24R)-22-hydroxy-5alpha-ergostan-3-one [CPD:C15797]']"
167,1.14.14.150,"['germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = (+)-costunolide + [oxidized NADPH---hemoprotein reductase] + 2 H2O (overall reaction) [RN:R09575]', '(1a) germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = 6alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12131]', '(1b) 6alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate = (+)-costunolide + H2O (spontaneous) [RN:R12132]']","['(+)-costunolide [CPD:C09382]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '6alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C21922]', 'germacra-1(10),4,11(13)-trien-12-oate [CPD:C19678]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '6alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C21922]']"
168,1.14.14.151,"['(-)-vetispiradiene + 2 [reduced NADPH---hemoprotein reductase] + 2 O2 = solavetivone + 2 [oxidized NADPH---hemoprotein reductase] + 3 H2O (overall reaction) [RN:R10073]', '(1a) (-)-vetispiradiene + [reduced NADPH---hemoprotein reductase] + O2 = solavetivol + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09576]', '(1b) solavetivol + [reduced NADPH---hemoprotein reductase] + O2 = solavetivone + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R09577]']","['solavetivone [CPD:C09737]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', 'solavetivol [CPD:C19711]', '(-)-vetispiradiene [CPD:C12142]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', 'solavetivol [CPD:C19711]']"
169,1.14.14.152,"['beta-amyrin + 2 [reduced NADPH---hemoprotein reductase] + 2 O2 = 11-oxo-beta-amyrin + 2 [oxidized NADPH---hemoprotein reductase] + 3 H2O (overall reaction) [RN:R09817]', '(1a) beta-amyrin + [reduced NADPH---hemoprotein reductase] + O2 = 11alpha-hydroxy-beta-amyrin + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09815]', '(1b) 11alpha-hydroxy-beta-amyrin + [reduced NADPH---hemoprotein reductase] + O2 = 11-oxo-beta-amyrin + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R09816]']","['11-oxo-beta-amyrin [CPD:C19943]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '11alpha-hydroxy-beta-amyrin [CPD:C19942]', 'beta-amyrin [CPD:C08616]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '11alpha-hydroxy-beta-amyrin [CPD:C19942]']"
170,1.14.14.154,"['a 14alpha-methylsteroid + 3 [reduced NADPH---hemoprotein reductase] + 3 O2 = a Delta14-steroid + formate + 3 [oxidized NADPH---hemoprotein reductase] + 4 H2O (overall reaction) [RN:R12118]', '(1a) a 14alpha-methylsteroid + [reduced NADPH---hemoprotein reductase] + O2 = a 14alpha-hydroxymethylsteroid + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12119]', '(1b) a 14alpha-hydroxysteroid + [reduced NADPH---hemoprotein reductase] + O2 = a 14alpha-formylsteroid + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R12120]', '(1c) a 14alpha-formylsteroid + [reduced NADPH---hemoprotein reductase] + O2 = a Delta14-steroid + formate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12121]']","['Delta14-steroid [CPD:C21919]', 'formate [CPD:C00058]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '14alpha-hydroxymethylsteroid [CPD:C21920]', '14alpha-formylsteroid [CPD:C21921]', '14alpha-methylsteroid [CPD:C21918]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '14alpha-hydroxysteroid', '14alpha-formylsteroid [CPD:C21921]']"
171,1.14.14.156,"['L-tryptophan + 2 [reduced NADPH---hemoprotein reductase] + 2 O2 = (E)-indol-3-ylacetaldoxime + 2 [oxidized NADPH---hemoprotein reductase] + CO2 + 3 H2O (overall reaction) [RN:R08160]', '(1a) L-tryptophan + [reduced NADPH---hemoprotein reductase] + O2 = N-hydroxy-L-tryptophan + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09583]', '(1b) N-hydroxy-L-tryptophan + [reduced NADPH---hemoprotein reductase] + O2 = N,N-dihydroxy-L-tryptophan + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R09584]', '(1c) N,N-dihydroxy-L-tryptophan = (E)-indol-3-ylacetaldoxime + CO2 + H2O [RN:R09585]']","['(E)-indol-3-ylacetaldoxime [CPD:C02937]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'CO2 [CPD:C00011]', 'H2O [CPD:C00001]', 'N-hydroxy-L-tryptophan [CPD:C19716]', 'N,N-dihydroxy-L-tryptophan [CPD:C19717]', 'L-tryptophan [CPD:C00078]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', 'N-hydroxy-L-tryptophan [CPD:C19716]', 'N,N-dihydroxy-L-tryptophan [CPD:C19717]']"
172,1.14.14.158,"['(1) alpha-carotene + [reduced NADPH-hemoprotein reductase] + O2 = alpha-cryptoxanthin + [oxidized NADPH-hemoprotein reductase] + H2O [RN:R07850]', '(2) zeinoxanthin + [reduced NADPH-hemoprotein reductase] + O2 = lutein + [oxidized NADPH-hemoprotein reductase] + H2O [RN:R07531]']","['alpha-cryptoxanthin [CPD:C15981]', '[oxidized NADPH-hemoprotein reductase]', 'H2O [CPD:C00001]', 'lutein [CPD:C08601]', 'alpha-carotene [CPD:C05433]', '[reduced NADPH-hemoprotein reductase]', 'O2 [CPD:C00007]', 'zeinoxanthin [CPD:C08590]']"
173,1.14.14.159,"['(1) dolabradiene + O2 + [reduced NADPH---hemoprotein reductase] = 15,16-epoxydolabrene + H2O + [oxidized NADPH---hemoprotein reductase] [RN:R12224]', '(2) 15,16-epoxydolabrene + O2 + [reduced NADPH---hemoprotein reductase] = 3beta-hydroxy-15,16-epoxydolabrene + H2O + [oxidized NADPH---hemoprotein reductase] [RN:R12225]']","['15,16-epoxydolabrene [CPD:C22009]', 'H2O [CPD:C00001]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', '3beta-hydroxy-15,16-epoxydolabrene [CPD:C22010]', 'dolabradiene [CPD:C22008]', 'O2 [CPD:C00007]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', '15,16-epoxydolabrene [CPD:C22009]']"
174,1.14.14.160,"['(S)-beta-macrocarpene + 3 O2 + 3 [reduced NADPH---hemoprotein reductase] = zealexin A1 + 4 H2O + 3 [oxidized NADPH---hemoprotein reductase] (overall reaction) [RN:R12226]', '(1a) (S)-beta-macrocarpene + O2 + [reduced NADPH---hemoprotein reductase] = [(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl]methanol + H2O + [oxidized NADPH---hemoprotein reductase] [RN:R12227]', '(1b) [(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol + O2 + [reduced NADPH---hemoprotein reductase] = (4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde + 2 H2O + [oxidized NADPH---hemoprotein reductase] [RN:R12228]', '(1c) (4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde + O2 + [reduced NADPH---hemoprotein reductase] = zealexin A1 + H2O + [oxidized NADPH---hemoprotein reductase] [RN:R12229]']","['zealexin A1 [CPD:C22011]', 'H2O [CPD:C00001]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', '[(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl]methanol [CPD:C22012]', '(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde [CPD:C22013]', '(S)-beta-macrocarpene [CPD:C19752]', 'O2 [CPD:C00007]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', '[(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol', '(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde [CPD:C22013]']"
175,1.14.14.161,"['(+)-cis,trans-nepetalactol + 3 [reduced NADPH---hemoprotein reductase] + 3 O2 = 7-deoxyloganetate + 3 [oxidized NADPH---hemoprotein reductase] + 4 H2O (overall reaction) [RN:R12230]', '(1a) (+)-cis,trans-nepetalactol + [reduced NADPH---hemoprotein reductase] + O2 = 7-deoxyloganetic alcohol + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12231]', '(1b) 7-deoxyloganetic alcohol + [reduced NADPH---hemoprotein reductase] + O2 = iridotrial + [oxidized NADPH---hemoprotein reductase] + 2 H2O [RN:R12253]', '(1c) iridotrial + [reduced NADPH---hemoprotein reductase] + O2 = 7-deoxyloganetate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12182]']","['7-deoxyloganetate [CPD:C20789]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '7-deoxyloganetic alcohol [CPD:C22014]', 'iridotrial [CPD:C06070]', '(+)-cis,trans-nepetalactol [CPD:C09804]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '7-deoxyloganetic alcohol [CPD:C22014]', 'iridotrial [CPD:C06070]']"
176,1.14.14.169,"['8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = eupatolide + [oxidized NADPH---hemoprotein reductase] + 2 H2O (overall reaction) [RN:R12270]', '(1a) 8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = 6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12267]', '(1b) 6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate = eupatolide + H2O (spontaneous) [RN:R12268]']","['eupatolide [CPD:C09440]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C22050]', '8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C22049]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C22050]']"
177,1.14.14.170,"['germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = 8-epi-inunolide + [oxidized NADPH---hemoprotein reductase] + 2 H2O (overall reaction) [RN:R12275]', '(1a) germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH---hemoprotein reductase] + O2 = 8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [oxidized NADPH---hemoprotein reductase] + H2O [RN:R12273]', '(1b) 8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate = 8-epi-inunolide + H2O (spontaneous) [RN:R12274]']","['8-epi-inunolide [CPD:C22054]', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161]', 'H2O [CPD:C00001]', '8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C22051]', 'germacra-1(10),4,11(13)-trien-12-oate [CPD:C19678]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024]', 'O2 [CPD:C00007]', '8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate [CPD:C22051]']"
178,1.14.15.6,"['cholesterol + 6 reduced adrenodoxin + 3 O2 + 6 H+ = pregnenolone + 4-methylpentanal + 6 oxidized adrenodoxin + 4 H2O (overall reaction) [RN:R02724]', '(1a) cholesterol + 2 reduced adrenodoxin + O2 + 2 H+ = (22R)-22-hydroxycholesterol + 2 oxidized adrenodoxin + H2O [RN:R02723]', '(1b) (22R)-22-hydroxycholesterol + 2 reduced adrenodoxin + O2 + 2 H+ = (20R,22R)-20,22-dihydroxycholesterol + 2 oxidized adrenodoxin + H2O [RN:R04855]', '(1c) (20R,22R)-20,22-dihydroxy-cholesterol + 2 reduced adrenodoxin + O2 + 2 H+ = pregnenolone + 4-methylpentanal + 2 oxidized adrenodoxin + 2 H2O [RN:R03933]']","['pregnenolone [CPD:C01953]', '4-methylpentanal [CPD:C02373]', 'oxidized adrenodoxin [CPD:C00667]', 'H2O [CPD:C00001]', '(22R)-22-hydroxycholesterol [CPD:C05502]', '(20R,22R)-20,22-dihydroxycholesterol', 'cholesterol [CPD:C00187]', 'reduced adrenodoxin [CPD:C00662]', 'O2 [CPD:C00007]', 'H+ [CPD:C00080]', '(22R)-22-hydroxycholesterol [CPD:C05502]', '(20R,22R)-20,22-dihydroxy-cholesterol']"
179,1.14.15.9,"['(1) spheroidene + 4 reduced ferredoxin [iron-sulfur] cluster + 2 O2 + 4 H+ = spheroiden-2-one + 4 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O (overall reaction) [RN:R07537]', '(1a) spheroidene + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2-hydroxyspheroidene + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O', '(1b) 2-hydroxyspheroidene + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2,2-dihydroxyspheroidene + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O', '(1c) 2,2-dihydroxyspheroidene = spheroiden-2-one + H2O (spontaneous)', '(2) spirilloxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 2 O2 + 4 H+ = 2-oxospirilloxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O (overall reaction) [RN:R07525]', '(2a) spirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2-hydroxyspirilloxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O', '(2b) 2-hydroxyspirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2,2-dihydroxyspirilloxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O', '(2c) 2,2-dihydroxyspirilloxanthin = 2-oxospirilloxanthin + H2O (spontaneous)', ""(3) 2-oxospirilloxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 2 O2 + 4 H+ = 2,2'-dioxospirilloxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O (overall reaction) [RN:R07526]"", ""(3a) 2-oxospirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2'-hydroxy-2-oxospirilloxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O"", ""(3b) 2'-hydroxy-2-oxospirilloxanthin + reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ = 2',2'-dihydroxy-2-oxospirilloxanthin + oxidized ferredoxin [iron-sulfur] cluster + H2O"", ""(3c) 2',2'-dihydroxy-2-oxospirilloxanthin = 2,2'-dioxospirilloxanthin + H2O (spontaneous)""]","['spheroiden-2-one [CPD:C15903]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'H2O [CPD:C00001]', '2-hydroxyspheroidene', '2,2-dihydroxyspheroidene', '2-oxospirilloxanthin [CPD:C15884]', '2-hydroxyspirilloxanthin', '2,2-dihydroxyspirilloxanthin', ""2,2'-dioxospirilloxanthin [CPD:C15885]"", ""2'-hydroxy-2-oxospirilloxanthin"", ""2',2'-dihydroxy-2-oxospirilloxanthin"", 'spheroidene [CPD:C15900]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'O2 [CPD:C00007]', 'H+ [CPD:C00080]', '2-hydroxyspheroidene', '2,2-dihydroxyspheroidene', 'spirilloxanthin [CPD:C15881]', '2-hydroxyspirilloxanthin', '2,2-dihydroxyspirilloxanthin', '2-oxospirilloxanthin [CPD:C15884]', ""2'-hydroxy-2-oxospirilloxanthin"", ""2',2'-dihydroxy-2-oxospirilloxanthin""]"
180,1.14.15.15,"['5beta-cholestane-3alpha,7alpha,12alpha-triol + 6 reduced adrenodoxin + 6 H+ + 3 O2 = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 6 oxidized adrenodoxin + 4 H2O (overall reaction) [RN:R11142]', '(1a) 5beta-cholestane-3alpha,7alpha,12alpha-triol + 2 reduced adrenodoxin + 2 H+ + O2 = (25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2 oxidized adrenodoxin + H2O [RN:R04807]', '(1b) (25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2 reduced adrenodoxin + 2 H+ + O2 = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2 oxidized adrenodoxin + 2 H2O [RN:R03507]', '(1c) (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2 reduced adrenodoxin + 2 H+ + O2 = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 2 oxidized adrenodoxin + H2O [RN:R08761]']","['(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate', 'oxidized adrenodoxin [CPD:C00667]', 'H2O [CPD:C00001]', '(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol', '(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al', '5beta-cholestane-3alpha,7alpha,12alpha-triol [CPD:C05454]', 'reduced adrenodoxin [CPD:C00662]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', '(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol', '(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al']"
181,1.14.15.16,"['(1) calcitriol + 2 reduced adrenodoxin + 2 H+ + O2 = calcitetrol + 2 oxidized adrenodoxin + H2O [RN:R09515]', '(2) calcidiol + 2 reduced adrenodoxin + 2 H+ + O2 = secalciferol + 2 oxidized adrenodoxin + H2O [RN:R09516]']","['calcitetrol [CPD:C18231]', 'oxidized adrenodoxin [CPD:C00667]', 'H2O [CPD:C00001]', 'secalciferol [CPD:C07712]', 'calcitriol [CPD:C01673]', 'reduced adrenodoxin [CPD:C00662]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', 'calcidiol [CPD:C01561]']"
182,1.14.15.17,"['pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 = red chlorophyll catabolite + 2 oxidized ferredoxin [iron-sulfur] cluster (overall reaction) [RN:R08921]', '(1a) pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 = epoxypheophorbide a + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O [RN:R11227]', '(1b) epoxypheophorbide a + H2O = red chlorophyll catabolite (spontaneous) [RN:R11228]']","['red chlorophyll catabolite [CPD:C18022]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'epoxypheophorbide a [CPD:C21192]', 'H2O [CPD:C00001]', 'pheophorbide a [CPD:C18021]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', 'epoxypheophorbide a [CPD:C21192]', 'H2O [CPD:C00001]']"
183,1.14.15.18,"['(1) calcidiol + 2 reduced adrenodoxin + 2 H+ + O2 = calcitriol + 2 oxidized adrenodoxin + H2O [RN:R03610]', '(2) secalciferol + 2 reduced adrenodoxin + 2 H+ + O2 = calcitetrol + 2 oxidized adrenodoxin + H2O [RN:R11324]']","['calcitriol [CPD:C01673]', 'oxidized adrenodoxin [CPD:C00667]', 'H2O [CPD:C00001]', 'calcitetrol [CPD:C18231]', 'calcidiol [CPD:C01561]', 'reduced adrenodoxin [CPD:C00662]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', 'secalciferol [CPD:C07712]']"
184,1.14.15.21,"['zeaxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 O2 = violaxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O (overall reaction) [RN:R10070]', '(1a) zeaxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 = antheraxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O [RN:R06946]', '(1b) antheraxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 = violaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O [RN:R06947]']","['violaxanthin [CPD:C08614]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'H2O [CPD:C00001]', 'antheraxanthin [CPD:C08579]', 'zeaxanthin [CPD:C06098]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', 'antheraxanthin [CPD:C08579]']"
185,1.14.15.22,"['(1) calciol + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ = calcidiol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O [RN:R11458]', '(2) calcidiol + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 = calcitriol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O [RN:R11459]']","['calcidiol [CPD:C01561]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'H2O [CPD:C00001]', 'calcitriol [CPD:C01673]', 'calciol [CPD:C05443]', 'O2 [CPD:C00007]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'H+ [CPD:C00080]', 'calcidiol [CPD:C01561]']"
