,CPD,description
2604,cpd:C03319,dTDP-L-rhamnose; dTDP-6-deoxy-L-mannose; dTDP-6-deoxy-beta-L-mannose; dTDP-beta-L-rhamnose
2605,cpd:C03323,"(2,1-beta-D-Fructosyl)n; (2,1-beta-D-Fructosyl)n+1; Inulin; (1,2-beta-D-Fructosyl)n; (1,2-beta-D-Fructosyl)m; (1,2-beta-D-Fructosyl)n+1; (1,2-beta-D-Fructosyl)m-1"
2606,cpd:C03325,(6S)-Hydroxyhyoscyamine; (6S)-6-Hydroxyhyoscyamine
2607,cpd:C03326,(Ac)2-L-Lys-D-Ala-D-Ala; (Ac)2-L-lysyl-D-alanyl-D-alanine
2608,cpd:C03328,(R)-2-(n-Propyl)-malate
2609,cpd:C03329,"(S)-Canadine; (S)-Tetrahydroberberine; (13aS)-5,8,13,13a-Tetrahydro-9,10-dimethoxy-6H-benzo[g]-1,3-benzodioxolo[5,6-a]quinolizine; (-)-Canadine"
2610,cpd:C03330,(Ubiquitin)n-calmodulin
2611,cpd:C03336,17alpha-Hydroxysteroid
2612,cpd:C03338,"2,3,5-Trihydroxytoluene"
2613,cpd:C03339,"2,3-Bisphosphoglycerate; Greenwald ester"
2614,cpd:C03340,"L-2,3-Dihydrodipicolinate; Dihydrodipicolinic acid; Dihydrodipicolinate; 2,3-Dihydrodipicolinate; (S)-2,3-Dihydropyridine-2,6-dicarboxylate"
2615,cpd:C03341,2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate; (2R)-2-Amino-4-oxopentanoate
2616,cpd:C03342,2-Dehydro-D-galactonate
2617,cpd:C03343,2-Ethylhexyl phthalate
2618,cpd:C03344,2-Methylacetoacetyl-CoA; 2-Methyl-3-acetoacetyl-CoA
2619,cpd:C03345,2-Methylbut-2-enoyl-CoA; trans-2-Methylbut-2-enoyl-CoA; Tiglyl-CoA; (E)-2-Methylcrotonoyl-CoA; Methylcrotonoyl-CoA; Methylcrotonyl-CoA; Tigloyl-CoA; 2-Methylcrotanoyl-CoA
2620,cpd:C03347,"3,5-Dichloro-L-tyrosine"
2621,cpd:C03348,"3,6-Dideoxy-L-galactose; Colitose; 3,6-Dideoxy-L-xylo-hexose"
2622,cpd:C03349,3-Aminopropanesulfonate; 3-Amino-1-propanesulfonic acid
2623,cpd:C03351,3-Hydroxybenzyl alcohol; 3-Hydroxybenzenemethanol
2624,cpd:C03352,3-Methoxybenzyl alcohol; 3-Anise alcohol; 3-Anisyl alcohol
2625,cpd:C03354,3-Methylthiopropanamine; 3-Methylthiopropylamine; 3-(Methylsulfanyl)propanamine
2626,cpd:C03356,3-Phospho-D-erythronate
2627,cpd:C03357,4-Acetamidobutanoyl-CoA
2628,cpd:C03359,4-Chloro-2-methylphenol
2629,cpd:C03360,4-Nitrophenyl phosphate
2630,cpd:C03361,5'-Acylphosphoadenosine
2631,cpd:C03363,5-L-Glutamyl amino acid; L-gamma-Glutamyl amino acid
2632,cpd:C03365,5-O-Methyl-myo-inositol; 1D-5-O-Methyl-myo-inositol; Sequoyitol
2633,cpd:C03366,5-Phosphooxy-L-lysine; (5R)-5-Phosphooxy-L-lysine; 5-Phosphonooxy-L-lysine; O-Phosphohydroxy-L-lysine; (5R)-5-Phosphonooxy-L-lysine
2634,cpd:C03367,6-alpha-Maltosylglucose
2635,cpd:C03368,7''-O-Phosphohygromycin
2636,cpd:C03371,[Protein]-S-(long-chain-acyl)-L-cysteine
2637,cpd:C03372,Acylglycerone phosphate; Dihydroxyacetone phosphate acyl ester; 1-Acyl-glycerone 3-phosphate
2638,cpd:C03373,Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole; 5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole
2639,cpd:C03374,Bilirubin-glucuronoside; Bilirubin monoglucuronide
2640,cpd:C03375,"Norspermidine; Bis(3-aminopropyl)amine; 3,3'-Iminobispropylamine"
2641,cpd:C03383,"D-Galactono-1,4-lactone; gamma-D-Galactonolactone"
2642,cpd:C03384,D-Galactose 1-phosphate
2643,cpd:C03387,"D-Glucurono-6,2-lactone"
2644,cpd:C03391,DNA 6-methylaminopurine; N6-Methyladenine in DNA
2645,cpd:C03392,Dimethylsulfonioacetate
2646,cpd:C03393,4-Phospho-D-erythronate; 4-Phosphoerythronate
2647,cpd:C03394,Erythrulose 1-phosphate; L-Erythrulose 1-phosphate
2648,cpd:C03395,Fatty acid methyl ester
2649,cpd:C03400,Glycoside of aldohexose
2650,cpd:C03401,"L-2,3-Diaminopropanoate; L-2,3-Diaminopropionate; L-2,3-Diaminopropionic acid; L-2,3-Diaminopropanoic acid; 3-Amino-L-alanine; (S)-2,3-Diaminopropanoate"
2651,cpd:C03402,L-Asparaginyl-tRNA(Asn); Asn-tRNA(Asn); Asparaginyl-tRNA(Asn)
2652,cpd:C03404,L-Tyrosine methyl ester
2653,cpd:C03405,Lactosylceramide sulfate
2654,cpd:C03406,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
2655,cpd:C03408,N-Acetylgalactosaminate
2656,cpd:C03409,N-Formimino-L-aspartate; N-Formimidoyl-L-aspartate
2657,cpd:C03410,N-Glycoloyl-neuraminate; N-Glycolylneuraminate; Neu5Gc
2658,cpd:C03411,N-Glycosyl-L-asparagine
2659,cpd:C03412,N-Palmitoylglycoprotein
2660,cpd:C03413,"N1,N12-Diacetylspermine"
2661,cpd:C03414,N2-Malonyl-D-tryptophan
2662,cpd:C03415,N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid
2663,cpd:C03416,"N6,N6-Dimethyladenosine"
2664,cpd:C03417,N(omega)-Nitro-L-arginine; N(G)-Nitro-L-arginine
2665,cpd:C03418,Nucleoside 2'-phosphate
2666,cpd:C03419,Nucleoside 3'-phosphate
2667,cpd:C03422,O-Palmitoylglycoprotein
2668,cpd:C03423,O-beta-D-Glucosylzeatin; O-beta-D-Glucosyl-trans-zeatin; trans-Zeatin-O-glucoside
2669,cpd:C03425,Oleic acid methyl ester; Methyl oleate
2670,cpd:C03427,Prephytoene diphosphate
2671,cpd:C03428,Presqualene diphosphate
2672,cpd:C03429,Protein 5-hydroxylysine
2673,cpd:C03431,S-Inosyl-L-homocysteine
2674,cpd:C03433,Streptamine 4-phosphate
2675,cpd:C03434,"Tetrachlorohydroquinone; 2,3,5,6-Tetrachlorohydroquinone"
2676,cpd:C03437,beta-D-Fructofuranoside
2677,cpd:C03438,beta-Lactam antibiotics
2678,cpd:C03440,cis-4-Hydroxy-D-proline
2679,cpd:C03442,dTDP-L-dihydrostreptose
2680,cpd:C03444,p-Chloromercuribenzoate; p-Chloromercuribenzoic acid; PCMB
2681,cpd:C03446,tRNA containing ribothymidine at position 54; tRNA TpsiC
2682,cpd:C03448,(+)-exo-5-Hydroxycamphor; 5-exo-Hydroxycamphor
2683,cpd:C03450,(3-Arylcarbonyl)-alanine
2684,cpd:C03451,(R)-S-Lactoylglutathione; S-D-Lactoylglutathione
2685,cpd:C03453,gamma-Oxalocrotonate; (Z)-5-Oxohex-2-enedioate; 4-Oxalocrotonate
2686,cpd:C03454,1-Alkenyl-2-acylglycerol
2687,cpd:C03455,11-cis-Retinyl palmitate
2688,cpd:C03456,2''-Nucleotidylkanamycin
2689,cpd:C03457,2''-Nucleotidylsisomicin
2690,cpd:C03458,"2,3,6-Trihydroxypyridine"
2691,cpd:C03459,2-Hydroxy-3-oxosuccinate; Oxaloglycolate
2692,cpd:C03460,2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA
2693,cpd:C03461,"2-trans,6-trans-Farnesal; trans,trans-Farnesal; Farnesal; (2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienal; (2E,6E)-Farnesal"
2694,cpd:C03462,3''-Adenylylstreptomycin
2695,cpd:C03463,3'-Phosphopolynucleotide
2696,cpd:C03465,3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
2697,cpd:C03466,3-Methyl-vinylacetyl-CoA
2698,cpd:C03467,beta-Ketoisocaproate; beta-Ketoisocaproic acid; 3-Oxo-4-methylpentanoate; 4-Methyl-3-oxopentanoic acid
2699,cpd:C03470,3-alpha(S)-Strictosidine; Strictosidine
2700,cpd:C03473,1-(p-Hydroxyphenyl)ethylamine
2701,cpd:C03474,4-Nitroquinoline N-oxide; 4-Nitroquinoline 1-oxide; Nitrochin
2702,cpd:C03475,5'-Phosphopolynucleotide
2703,cpd:C03476,"5,12-Dihydroxanthommatin"
2704,cpd:C03479,"Folinic acid; Leucovorin; 5-Formyltetrahydrofolate; L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid"
2705,cpd:C03483,Adenosine tetraphosphate; Adenosine 5'-tetraphosphate
2706,cpd:C03485,Aromatic primary alcohol; Aromatic alcohol
2707,cpd:C03486,CDP-N-methylethanolamine
2708,cpd:C03491,Cyclic alcohol
2709,cpd:C03492,D-4'-Phosphopantothenate; (R)-4'-Phosphopantothenate
2710,cpd:C03493,D-4-Hydroxyphenylglycine; (alphaR)-alpha-Amino-4-hydroxybenzeneacetic acid
2711,cpd:C03494,D-Erythritol 4-phosphate; L-Erythritol 1-phosphate
2712,cpd:C03495,Deoxy-5-methylcytidylate; 5-Methyldeoxycytidine 5'-phosphate
2713,cpd:C03497,Ester of phosphinic acid
2714,cpd:C03498,Ester of phosphonic acid
2715,cpd:C03499,Ethyl (R)-3-hydroxybutanoate
2716,cpd:C03500,Ethyl 3-oxobutanoate; Ethyl acetoacetate
2717,cpd:C03502,Flavonol 3-O-D-galactoside
2718,cpd:C03503,Glucosyloxyanthraquinone
2719,cpd:C03505,Hydroxyacetone phosphate; Acetol phosphate
2720,cpd:C03506,"Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate"
2721,cpd:C03508,L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
2722,cpd:C03509,L-Arabinitol 5-phosphate
2723,cpd:C03510,L-Methionine sulfoximine; (2S)-2-Amino-4-(S-methylsufonimidoyl)-butanoic acid
2724,cpd:C03511,L-Phenylalanyl-tRNA(Phe)
2725,cpd:C03512,L-Tryptophanyl-tRNA(Trp)
2726,cpd:C03514,Limonin; Evodin
2727,cpd:C03515,Luteolin 7-O-glucuronide; Luteolin 7-O-beta-D-glucuronide
2728,cpd:C03516,Magnesium protoporphyrin; Magnesium protoporphyrin IX; Mg-protoporphyrin IX
2729,cpd:C03517,Monoterpenyl diphosphate
2730,cpd:C03518,N-Acetyl-beta-D-glucosaminide; N-Acetyl-beta-D-glucosaminyl-R
2731,cpd:C03519,N-Acetyl-L-phenylalanine
2732,cpd:C03521,Glycolyl-D-mannosamine; N-Glycolyl-D-mannosamine
2733,cpd:C03522,N-Methyl-4-aminobenzoate
2734,cpd:C03523,N-Substituted amino acid
2735,cpd:C03524,N2'-Acetylgentamicin C1a
2736,cpd:C03525,O-Acetylneuraminic acid; O-Acetylated sialic acid
2737,cpd:C03526,O-Sinapoylglucarolactone
2738,cpd:C03527,Oxidized Latia luciferin
2739,cpd:C03529,Peptide formylkynurenine
2740,cpd:C03531,[Protein]-(S)-2-amino-6-oxohexanoate
2741,cpd:C03535,Polysulfate of cellulose
2742,cpd:C03536,Pyrimidine 5'-nucleotide
2743,cpd:C03537,S-Acetylthioethanolamine
2744,cpd:C03539,S-Ribosyl-L-homocysteine; S-D-Ribosyl-L-homocysteine; Ribose-5-S-homocysteine; S-Ribosylhomocysteine; S-(5-Deoxy-D-ribos-5-yl)-L-homocysteine
2745,cpd:C03541,THF-polyglutamate; Tetrahydropteroyl-[gamma-Glu]n; Tetrahydrofolyl-[Glu](n-1); (6S)-H4PteGlu(n); Tetrahydropteroyl-[gamma-Glu]n+1; Tetrahydrofolyl-[Glu](n)
2746,cpd:C03544,[Xanthine dehydrogenase]; [Xanthine : NAD oxidoreductase]
2747,cpd:C03546,myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate
2748,cpd:C03547,omega-Hydroxy fatty acid
2749,cpd:C03548,"trans-2,3-Epoxysuccinate"
2750,cpd:C03557,2-Aminoethylphosphonate; (2-Aminoethyl)phosphonate; Ciliatine
2751,cpd:C03561,(R)-3-Hydroxybutanoyl-CoA; (3R)-3-Hydroxybutanoyl-CoA
2752,cpd:C03564,1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; Delta1-Pyrroline 2-carboxylate; 1-Pyrroline 2-carboxylate
2753,cpd:C03565,2''-Nucleotidylgentamicin
2754,cpd:C03566,2''-Nucleotidyltobramycin
2755,cpd:C03567,"2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein"
2756,cpd:C03568,2'-Phosphoadenylylsulfate
2757,cpd:C03569,"2,2',3-Trihydroxybiphenyl"
2758,cpd:C03570,D-Mannosamine; 2-Amino-2-deoxy-D-mannose
2759,cpd:C03571,2-Amino-2-methylbutanoate
2760,cpd:C03572,"2-Chloro-cis,cis-muconate"
2761,cpd:C03573,2-Deoxy-alpha-D-glucoside
2762,cpd:C03574,2-Formylaminobenzaldehyde
2763,cpd:C03575,2-Iodophenol methyl ether
2764,cpd:C03576,Coenzyme M; 2-Mercaptoethanesulfonate; Reduced coenzyme M; HS-CoM; CoM
2765,cpd:C03577,20-Hydroxyleukotriene E4; 20-OH-LTE4; 20-OH-Leukotriene E4
2766,cpd:C03579,Gibberellin A8; 2beta-Hydroxygibberellin 1
2767,cpd:C03580,3''-Adenylylspectinomycin
2768,cpd:C03582,"Resveratrol; 3,4',5-Trihydroxystilbene; trans-Resveratrol"
2769,cpd:C03584,3-(Uracil-1-yl)-L-alanine; Willardiine
2770,cpd:C03585,"3-Chloro-cis,cis-muconate; (2E,4Z)-3-Chlorohexa-2,4-dienedioate"
2771,cpd:C03586,"2-Oxo-2,3-dihydrofuran-5-acetate; 3-Oxoadipate enol-lactone; 4,5-Dihydro-5-oxofuran-2-acetate; 5-Oxo-4,5-dihydrofuran-2-acetate"
2772,cpd:C03587,3beta-Hydroxysteroid ester
2773,cpd:C03588,"4,5alpha-Dihydrocortisone"
2774,cpd:C03589,4-Hydroxy-2-oxopentanoate; 4-Hydroxy-2-oxovalerate
2775,cpd:C03590,4-Hydroxyphenylglyoxylate; 4-Hydroxybenzoylformate; 4-Hydroxyphenylglyoxylic acid; 2-(4-Hydroxyphenyl)-2-oxoacetate
2776,cpd:C03591,5-Chloro-3-methylcatechol
2777,cpd:C03592,5-Methyl-2'-deoxycytidine
2778,cpd:C03594,"7alpha-Hydroxycholesterol; Cholest-5-ene-3beta,7alpha-diol"
2779,cpd:C03595,"8,11,14-Eicosatrienoyl-CoA; 8,11,14-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosa-8,11,14-trienoyl-CoA"
2780,cpd:C03597,Actinomycinic monolactone
2781,cpd:C03598,"CDP-3,6-dideoxy-D-glucose; CDPparatose; CDP-alpha-D-paratose"
2782,cpd:C03599,"CDP-3,6-dideoxy-D-mannose; CDPtyvelose"
2783,cpd:C03600,Carboxymethyloxysuccinate; (Carboxymethoxy) succinic acid
2784,cpd:C03601,Chloramphenicol 3-acetate
2785,cpd:C03604,D-Erythrulose 4-phosphate
2786,cpd:C03606,D-Hamamelose 2(1)-phosphate
2787,cpd:C03611,Galactose oligosaccharide
2788,cpd:C03614,Inosine 5'-tetraphosphate
2789,cpd:C03617,L-Methionylaminoacyl-tRNA
2790,cpd:C03618,"L-threo-3-Methylaspartate; (2S,3S)-3-Methylaspartate"
2791,cpd:C03619,Methyl beta-D-galactoside; Methyl beta-D-galactopyranoside
2792,cpd:C03620,Monocarboxylic acid amide
2793,cpd:C03621,N-Acetoxy-4-aminobiphenyl
2794,cpd:C03622,N-Hydroxy-4-aminobiphenyl
2795,cpd:C03623,N-Methyl-2-oxoglutaramate
2796,cpd:C03624,N-Phosphohypotaurocyamine; N(omega)-Phosphohypotaurocyamine
2797,cpd:C03625,N5-Acyl-L-ornithine ester
2798,cpd:C03626,"NG,NG-Dimethyl-L-arginine; N,N-Dimethylarginine; Nomega,Nomega-Dimethyl-L-arginine; ADMA"
2799,cpd:C03629,O-Phosphorylhydroxylamine; O-Phosphonohydroxylamine
2800,cpd:C03630,Oleoylglycerone phosphate
2801,cpd:C03631,Oleoylphosphatidylcholine
2802,cpd:C03632,Oligosaccharide phosphate
2803,cpd:C03633,Peptidylproline (omega=0)
2804,cpd:C03634,"Phorbol 12,13-dibutanoate; Phorbol-12,13-dibutyrate"
2805,cpd:C03635,Protein N-ubiquityllysine
2806,cpd:C03636,Protein N5-alkylglutamine
2807,cpd:C03637,Protein serine D-xyloside
2808,cpd:C03638,RNA 3'-terminal-phosphate
2809,cpd:C03640,Sphingosyl-phosphocholine
2810,cpd:C03641,Sterol 3-beta-D-glucoside
2811,cpd:C03642,Taurolithocholate sulfate; 3alpha-Sulfatolithocholyltaurine; Taurolithocholic acid 3-sulfate
2812,cpd:C03643,[Tyrosine-3-monoxygenase]
2813,cpd:C03645,alpha-L-Arabinofuranoside
2814,cpd:C03646,Bis-gamma-glutamylcystine; Oxidized gamma-glutamylcysteine; Bis-gamma-L-glutamyl-L-cystine; Oxidized gamma-L-glutamyl-L-cysteine
2815,cpd:C03647,"cis,trans-Hexadienedioate"
2816,cpd:C03648,"cis-3,4-Leucopelargonidin"
2817,cpd:C03649,gamma-L-Glutamyl-acceptor
2818,cpd:C03651,trans-4-Hydroxy-D-proline
2819,cpd:C03652,"(2R,3S)-2,3-Dimethylmalate"
2820,cpd:C03654,"(3S,4R)-Ketose 1-phosphate"
2821,cpd:C03656,(S)-5-Amino-3-oxohexanoic acid; (S)-5-Amino-3-oxohexanoate
2822,cpd:C03657,"1,4-Dihydroxy-2-naphthoate; 1,4-Dihydroxy-2-naphthoic acid"
2823,cpd:C03658,1-Hydroxyalkyl-sn-glycerol
2824,cpd:C03659,D-Bornesitol; (-)-Bornesitol; 1-O-Methyl-myo-inositol; 1D-1-O-Methyl-myo-inositol
2825,cpd:C03660,L-Bornesitol; (+)-Bornesitol; 3-O-Methyl-myo-inositol; 1D-3-O-Methyl-myo-inositol
2826,cpd:C03661,1F-beta-D-Fructosylsucrose; beta-D-Fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside
2827,cpd:C03662,2'-Hydroxypseudobaptigenin
2828,cpd:C03663,"2',4'-Dihydroxyacetophenone; 2,4-Dihydroxyacetophenone; Resacetophenone"
2829,cpd:C03664,"2,4-Dichlorophenoxyacetate; 2,4-Dichlorophenoxyacetic acid; 2,4-D"
2830,cpd:C03665,2-Amino-2-methylpropanoate; 2-Aminoisobutyric acid
2831,cpd:C03666,"2-Carboxy-cis,cis-muconate"
2832,cpd:C03667,2-Hydroxycarbonyl compound
2833,cpd:C03668,2-Hydroxydicarboxylic acid
2834,cpd:C03671,"2-Pyrone-4,6-dicarboxylate"
2835,cpd:C03672,3-(4-Hydroxyphenyl)lactate; 4-Hydroxyphenyllactate; p-Hydroxyphenyllactate; 2-Hydroxy-3-(4-hydroxyphenyl)propanoate
2836,cpd:C03673,3-(ADP)-2-phosphoglycerate
2837,cpd:C03674,3-Carbamoyloxymethylcephem
2838,cpd:C03676,"3-Hydroxy-cis,cis-muconate"
2839,cpd:C03677,"4,21-Dehydrogeissoschizine"
2840,cpd:C03678,4-Amino-3-hydroxybutanoate; 4-Amino-3-hydroxybutanoic acid; gamma-Amino-beta-hydroxybutyric acid; GABOB
2841,cpd:C03679,4-Chlorophenylacetonitrile; 4-Chlorobenzyl cyanide
2842,cpd:C03680,"4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate"
2843,cpd:C03681,"5alpha-Pregnane-3,20-dione; 5alpha-Dihydroprogesterone"
2844,cpd:C03682,6-Acetamido-3-oxohexanoate
2845,cpd:C03683,6-Demethylsterigmatocystin
2846,cpd:C03684,"6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin"
2847,cpd:C03685,7-Methyl-3-oxooctanoyl-CoA
2848,cpd:C03686,O-Methylsterigmatocystin; 8-O-Methylsterigmatocystin
2849,cpd:C03687,"Alkane-alpha,omega-diamine"
2850,cpd:C03688,Apo-[acyl-carrier-protein]
2851,cpd:C03690,Bis(2-ethylhexyl)phthalate; Di(2-ethylhexyl)phthalate; Dioctyl phthalate; DEHP
2852,cpd:C03691,CMP-N-glycoloylneuraminate; CMP-N-glycolylneuraminate; CMP-Neu5Gc
2853,cpd:C03692,"1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol; D-Galactosyldiacylglycerol; 3-beta-D-Galactosyl-1,2-diacylglycerol; Monogalactosyldiglyceride; Monogalactosyl-diacylglycerol; MGDG; Galbeta1->3acyl2Gro; 3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol; 1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol"
2854,cpd:C03693,"D-Mannose 1,6-bisphosphate"
2855,cpd:C03701,Glycosyl-N-acylsphingosine
2856,cpd:C03702,Histone N6-methyl-L-lysine
2857,cpd:C03703,L-5-Carboxymethylhydantoin
2858,cpd:C03706,Lysosomal-enzyme D-mannose
2859,cpd:C03707,Monoterpenol acetate ester
2860,cpd:C03708,N-Acetyl-O-acetylneuraminate
2861,cpd:C03709,N-Adenylyl-L-phenylalanine
2862,cpd:C03710,N-Benzyloxycarbonylglycine; N-CBZ-glycine
2863,cpd:C03711,N-Methylphenylethanolamine; alpha-[(Methylamino)methyl]-benzyl alcohol
2864,cpd:C03712,"N2,N5-Dibenzoyl-L-ornithine; L-Ornithuric acid"
2865,cpd:C03715,O-Alkylglycerone phosphate; Alkyl-glycerone 3-phosphate; Dihydroxyacetone phosphate alkyl ether
2866,cpd:C03716,Oxaloacetate 4-methyl ester
2867,cpd:C03717,Oxidized Renilla luciferin; Coelenteramide h; N-[3-Benzyl-5-(4-hydroxyphenyl)pyrazin-2-yl]-2-phenylacetamide
2868,cpd:C03719,Phenylacetothiohydroximate; (Z)-2-Phenyl-1-thioacetohydroximate
2869,cpd:C03721,Protein tyrosine-O-sulfate
2870,cpd:C03722,"Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid"
2871,cpd:C03723,Ribonucleoside diphosphate; Ribonucleoside 5'-diphosphate
2872,cpd:C03724,S-(5-Hydroxy-2-furoyl)-CoA
2873,cpd:C03725,S-Acetylphosphopantetheine
2874,cpd:C03726,S-Alkyl-L-cysteine S-oxide
2875,cpd:C03727,S-Carboxymethyl-L-cysteine; L-Carbocisteine
2876,cpd:C03730,Single-stranded nucleotide
2877,cpd:C03731,Streptomycin 3''-phosphate
2878,cpd:C03733,"UDP-alpha-D-galactofuranose; UDP-alpha-D-galacto-1,4-furanose; UDP-D-galacto-1,4-furanose"
2879,cpd:C03734,alpha-D-Glutamyl phosphate
2880,cpd:C03735,alpha-D-Hexose 6-phosphate
2881,cpd:C03736,alpha-D-Ribose 5-phosphate
2882,cpd:C03737,alpha-D-Xylose 1-phosphate
2883,cpd:C03738,gamma-L-Glutamyl-D-alanine; L-gamma-Glutamyl-D-alanine
2884,cpd:C03739,"trans-1,2-Cyclohexanediol; trans-Cyclohexane-1,2-diol"
2885,cpd:C03740,(5-L-Glutamyl)-L-amino acid; L-gamma-Glutamyl-L-amino acid; alpha-(gamma-L-Glutamyl)-L-amino acid
2886,cpd:C03741,(S)-4-Amino-5-oxopentanoate; L-Glutamate 1-semialdehyde
2887,cpd:C03742,(S)-4-Hydroxymandelonitrile
2888,cpd:C03743,"1,2,3,5-Tetrahydroxybenzene"
2889,cpd:C03747,11alpha-Hydroxyprogesterone
2890,cpd:C03748,16alpha-Hydroxyprogesterone; 16-alpha-Hydroxyprogesterone
2891,cpd:C03750,"2,6-Dioxo-6-phenylhexanoate"
2892,cpd:C03752,2-Amino-2-deoxy-D-gluconate; D-Glucosaminate; D-Glucosaminic acid; Glucosaminate
2893,cpd:C03753,"2-Chloro-1,4-naphthoquinone"
2894,cpd:C03754,2-Methylpropanoyl phosphate; 2-Methylpropionyl phosphate
2895,cpd:C03755,3'-Deoxydihydrostreptomycin
2896,cpd:C03757,"3,4-Dihydroxymandelonitrile"
2897,cpd:C03758,"Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine"
2898,cpd:C03761,3-Hydroxy-3-methylglutarate; 3-Hydorxy-3-methylglutaric acid; beta-Hydroxy-beta-methylglutaric acid; Dicrotalic acid; 3-Hydroxy-3-methylpentanedioic acid; Meglutol
2899,cpd:C03762,3-Imidazole-2-oxopropanoate
2900,cpd:C03764,"para-(Dimethylamino)azobenzene; N,N-Dimethyl-4-(phenylazo)benzenamine; Dimethyl yellow; Methyl yellow; 4-(Dimethylamino)phenylazobenzene"
2901,cpd:C03765,4-Hydroxyphenylacetaldehyde; 2-(4-Hydroxyphenyl)acetaldehyde
2902,cpd:C03766,4-Hydroxyphenylacetonitrile; 4-Hydroxybenzyl cyanide
2903,cpd:C03767,4-Oxocyclohexanecarboxylate
2904,cpd:C03768,4-Substituted phenylacetate
2905,cpd:C03771,5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate; 2-Oxoarginine
2906,cpd:C03772,"5beta-Androstane-3,17-dione"
2907,cpd:C03773,6-Acetyl-beta-D-galactoside
2908,cpd:C03776,N-Acetyl-D-mannosaminolactone
2909,cpd:C03779,Bis(4-nitrophenyl)phosphate; Bis-4-nitrophenyl phosphate
2910,cpd:C03782,D-(1-Aminoethyl)phosphonate; D-(1-Aminoethyl)phosphonic acid
2911,cpd:C03783,D-Galactosamine 1-phosphate
2912,cpd:C03785,"D-Tagatose 1,6-bisphosphate"
2913,cpd:C03788,Microsomal-membrane protein
2914,cpd:C03789,"N,6-O-Disulfo-D-glucosamine; N2,6-Disulfo-D-glucosamine"
2915,cpd:C03790,N-(Carboxymethyl)-D-alanine; Strombine
2916,cpd:C03792,N-Acyl-D-mannosaminolactone
2917,cpd:C03793,"N6,N6,N6-Trimethyl-L-lysine"
2918,cpd:C03794,"N6-(1,2-Dicarboxyethyl)-AMP; N6-(1,2-Dicarboxyethyl)AMP; Adenylosuccinate; Adenylosuccinic acid"
2919,cpd:C03795,N6-Methyl-2'-deoxyadenosine
2920,cpd:C03796,Oleandomycin 2'-O-phosphate
2921,cpd:C03797,"Oxidized Photinus luciferin; Firefly oxyluciferin; 4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazol-4-one"
2922,cpd:C03798,Peptidylproline (omega=180)
2923,cpd:C03799,Polyprenylphosphate-glucose
2924,cpd:C03800,Protein S-methyl-L-cysteine
2925,cpd:C03801,Pteroylpoly-gamma-glutamate
