entry,product,reacts,PubChem,SMILES,Mol,Fingerprint,dist,enzyme_class_1,enzyme_class_2,enzyme_class_3,enzyme_class_4,enzyme_class_5,enzyme_class_6,enzyme_class_7,n_C,n_H,n_O,n_N,n_P,n_S,n_X,DoU,MW
1.1.1.297,C18020,1.0,96024240,CC(=C)C1CCC(C(C1)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78440>,0.6962676962676962,1,0,0,0,0,0,0,10.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,170.252
1.1.1.297,C18019,1.0,96024239,CC(=C)C1CCC(C(=O)C1)(C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef787b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef784e0>,0.6962676962676962,1,0,0,0,0,0,0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,168.236
1.14.13.105,C18019,1.0,96024239,CC(=C)C1CCC(C(=O)C1)(C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78580>,0.4922064805699696,1,0,0,0,0,0,0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,168.236
1.1.1.297,C11937,1.0,14098,CC(=C)[C@@H]1CC[C@](C(=O)C1)(C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef788f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78620>,0.6962676962676962,1,0,0,0,0,0,0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,168.236
1.1.1.297,C19082,1.0,124489754,CC(=C)[C@H]1CC[C@@]([C@@H](C1)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef786c0>,0.6962676962676962,1,0,0,0,0,0,0,10.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,170.252
1.3.1.1,C00429,1.0,3718,C1CNC(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x10ef78a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78760>,0.42092584823239104,1,0,0,0,0,0,0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,114.10399999999998
1.3.1.1,C00906,1.0,4161,CC1CNC(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x10ef78ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78800>,0.42092584823239104,1,0,0,0,0,0,0,5.0,8.0,2.0,2.0,0.0,0.0,0.0,3.0,128.131
2.1.1.316,C21162,1.0,313369422,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@H]2COC(=O)N)O)N4)OC,<rdkit.Chem.rdchem.Mol object at 0x10ef78b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef788a0>,0.8884853213011167,0,1,0,0,0,0,0,15.0,17.0,6.0,3.0,0.0,0.0,0.0,9.0,335.31600000000003
2.1.1.316,C21164,1.0,313369424,CC1=C(C2=C([C@@H]([C@@]3(N2C[C@H]4[C@@H]3N4)O)COC(=O)N)C(=O)C1=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78940>,0.8884853213011167,0,1,0,0,0,0,0,14.0,15.0,6.0,3.0,0.0,0.0,0.0,9.0,321.2890000000001
2.1.1.316,C21163,1.0,313369423,CC1=C(C2=C([C@H]([C@@]3(N2C[C@H]4[C@@H]3N4)OC)COC(=O)N)C(=O)C1=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef789e0>,0.8884853213011167,0,1,0,0,0,0,0,15.0,17.0,6.0,3.0,0.0,0.0,0.0,9.0,335.3160000000001
2.8.1.2,C00957,1.0,4208,C(C(=O)C(=O)O)S,<rdkit.Chem.rdchem.Mol object at 0x10ef78d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78a80>,0.24166666666666667,0,1,0,0,0,0,0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,120.12899999999998
3.5.99.7,C01234,1.0,4455,C1CC1(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef78df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78b20>,0.39506591606861896,0,0,1,0,0,0,0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,101.10499999999999
3.1.1.83,C11417,1.0,13591,CC(CC[C@@H](CC(=O)O)C(=C)C)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78bc0>,0.6089094844751302,0,0,1,0,0,0,0,10.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,186.25099999999998
3.1.1.83,C11414,1.0,13588,C[C@@H]1CC[C@@H](CC(=O)O1)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x10ef78f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78c60>,0.6089094844751302,0,0,1,0,0,0,0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,168.23599999999996
1.14.13.105,C11414,1.0,13588,C[C@@H]1CC[C@@H](CC(=O)O1)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x10ef78e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef78f80>,0.4922064805699696,1,0,0,0,0,0,0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,168.23599999999996
3.1.1.83,C18067,1.0,96024285,CC(C)C(CCC(C)CC(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef770d0>,0.6089094844751302,0,0,1,0,0,0,0,10.0,20.0,3.0,0.0,0.0,0.0,0.0,1.0,188.267
2.4.2.1,C15587,1.0,17396579,C1=C2C(=NC=N1)N=CN2,<rdkit.Chem.rdchem.Mol object at 0x10ef78d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77030>,0.427130083209715,0,1,0,0,0,0,0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,120.115
2.4.2.1,C00620,1.0,3894,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef78da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77080>,0.427130083209715,0,1,0,0,0,0,0,5.0,11.0,8.0,0.0,1.0,0.0,0.0,1.0,230.109
2.4.2.2,C00620,1.0,3894,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef772b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77170>,0.4460313766621103,0,1,0,0,0,0,0,5.0,11.0,8.0,0.0,1.0,0.0,0.0,1.0,230.109
2.4.2.1,C20463,1.0,163312200,C1[C@@H]([C@H](O[C@H]1N2C=NC3=CN=CN=C32)CO)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77210>,0.427130083209715,0,1,0,0,0,0,0,10.0,12.0,3.0,4.0,0.0,0.0,0.0,7.0,236.23100000000002
2.4.2.1,C00672,1.0,3941,C1[C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O,<rdkit.Chem.rdchem.Mol object at 0x10ef773f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77120>,0.427130083209715,0,1,0,0,0,0,0,5.0,11.0,7.0,0.0,1.0,0.0,0.0,1.0,214.11
2.4.2.2,C00672,1.0,3941,C1[C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef771c0>,0.4460313766621103,0,1,0,0,0,0,0,5.0,11.0,7.0,0.0,1.0,0.0,0.0,1.0,214.11
2.4.2.1,C15586,1.0,17396578,C1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77260>,0.427130083209715,0,1,0,0,0,0,0,10.0,12.0,4.0,4.0,0.0,0.0,0.0,7.0,252.23000000000002
1.14.14.40,C19715,1.0,135626183,C1=CC=C(C=C1)C[C@@H](C(=O)O)N(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef775d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77300>,0.6301590345707083,1,0,0,0,0,0,0,9.0,11.0,4.0,1.0,0.0,0.0,0.0,5.0,197.19
1.14.14.40,C19712,1.0,135626180,C1=CC=C(C=C1)C[C@@H](C(=O)O)NO,<rdkit.Chem.rdchem.Mol object at 0x10ef77670>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef773a0>,0.6301590345707083,1,0,0,0,0,0,0,9.0,11.0,3.0,1.0,0.0,0.0,0.0,5.0,181.191
1.14.14.145,C11887,1.0,14049,CC(C)C1=CC2=CC[C@H]3[C@](CCC[C@@]3([C@H]2CC1)C)(C)C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef77710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77440>,0.8191489361702128,1,0,0,0,0,0,0,20.0,30.0,1.0,0.0,0.0,0.0,0.0,6.0,286.4589999999999
1.14.14.145,C06087,1.0,8353,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x10ef777b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef774e0>,0.8191489361702128,1,0,0,0,0,0,0,20.0,30.0,2.0,0.0,0.0,0.0,0.0,6.0,302.4579999999999
2.7.4.24,C11174,1.0,13356,[C@H]1([C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77580>,0.8701298701298702,0,1,0,0,0,0,0,6.0,19.0,27.0,0.0,7.0,0.0,0.0,1.0,740.0090000000006
2.7.4.21,C11174,1.0,13356,[C@H]1([C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef778f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77620>,0.9025974025974026,0,1,0,0,0,0,0,6.0,19.0,27.0,0.0,7.0,0.0,0.0,1.0,740.0090000000006
2.7.4.24,C01204,1.0,4428,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef776c0>,0.8701298701298702,0,1,0,0,0,0,0,6.0,18.0,24.0,0.0,6.0,0.0,0.0,1.0,660.0300000000004
2.7.4.21,C01204,1.0,4428,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77760>,0.9025974025974026,0,1,0,0,0,0,0,6.0,18.0,24.0,0.0,6.0,0.0,0.0,1.0,660.0300000000004
2.7.4.24,C11526,1.0,13694,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77800>,0.8701298701298702,0,1,0,0,0,0,0,6.0,19.0,27.0,0.0,7.0,0.0,0.0,1.0,740.0090000000006
2.7.4.21,C11526,1.0,13694,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef778a0>,0.9025974025974026,0,1,0,0,0,0,0,6.0,19.0,27.0,0.0,7.0,0.0,0.0,1.0,740.0090000000006
4.2.1.155,C05989,1.0,8265,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77940>,0.3120407542689612,0,0,0,1,0,0,0,24.0,38.0,18.0,7.0,3.0,1.0,0.0,11.0,837.5880000000001
4.2.1.155,C20968,1.0,254741427,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(O)SC)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef779e0>,0.3120407542689612,0,0,0,1,0,0,0,25.0,42.0,18.0,7.0,3.0,2.0,0.0,10.0,885.6980000000001
4.2.1.155,C20955,1.0,254741416,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/SC)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77a80>,0.3120407542689612,0,0,0,1,0,0,0,25.0,40.0,17.0,7.0,3.0,2.0,0.0,11.0,867.6830000000001
4.2.1.155,C00409,1.0,3699,CS,<rdkit.Chem.rdchem.Mol object at 0x10ef77df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77b20>,0.3120407542689612,0,0,0,1,0,0,0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,48.11000000000001
4.4.1.11,C00409,1.0,3699,CS,<rdkit.Chem.rdchem.Mol object at 0x10ef77e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77bc0>,0.2577731562795298,0,0,0,1,0,0,0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,48.11000000000001
4.2.1.155,C00222,1.0,3522,C(C=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77c60>,0.3120407542689612,0,0,0,1,0,0,0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,88.06199999999998
1.14.14.129,C21006,1.0,254741464,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCCCC/C=C\C/C=C\CCCCCO)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef77f80>,0.9971743094235158,1,0,0,0,0,0,0,39.0,66.0,18.0,7.0,3.0,1.0,0.0,12.0,1045.9769999999992
2.1.1.325,C16503,1.0,47205799,CC(=CCC/C(=C/CC/C(=C/C(=O)OC)/C)/C)C,<rdkit.Chem.rdchem.Mol object at 0x10ef77ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef760d0>,0.7183902863011271,0,1,0,0,0,0,0,16.0,26.0,2.0,0.0,0.0,0.0,0.0,4.0,250.38199999999998
2.1.1.325,C16502,1.0,47205798,CC(=CCC/C(=C/CC/C(=C/C(=O)O)/C)/C)C,<rdkit.Chem.rdchem.Mol object at 0x10ef77d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76030>,0.7183902863011271,0,1,0,0,0,0,0,15.0,24.0,2.0,0.0,0.0,0.0,0.0,4.0,236.355
3.6.1.66,C06196,1.0,8446,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef77da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76080>,0.8941219271680686,0,0,1,0,0,0,0,10.0,13.0,7.0,4.0,1.0,0.0,0.0,7.0,332.20900000000006
3.6.1.64,C06196,1.0,8446,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef762b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76170>,0.9109774016280232,0,0,1,0,0,0,0,10.0,13.0,7.0,4.0,1.0,0.0,0.0,7.0,332.20900000000006
3.6.1.66,C01345,1.0,4550,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef76350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76210>,0.8941219271680686,0,0,1,0,0,0,0,10.0,15.0,13.0,4.0,3.0,0.0,0.0,7.0,492.16700000000014
3.6.1.66,C00130,1.0,3430,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef763f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76120>,0.8941219271680686,0,0,1,0,0,0,0,10.0,13.0,8.0,4.0,1.0,0.0,0.0,7.0,348.208
3.6.1.64,C00130,1.0,3430,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef76490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef761c0>,0.9109774016280232,0,0,1,0,0,0,0,10.0,13.0,8.0,4.0,1.0,0.0,0.0,7.0,348.208
3.6.1.66,C00700,1.0,3968,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O,<rdkit.Chem.rdchem.Mol object at 0x10ef76530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76260>,0.8941219271680686,0,0,1,0,0,0,0,10.0,15.0,15.0,4.0,3.0,0.0,0.0,7.0,524.1650000000001
3.6.1.66,C00655,1.0,3925,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,<rdkit.Chem.rdchem.Mol object at 0x10ef765d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76300>,0.8941219271680686,0,0,1,0,0,0,0,10.0,13.0,9.0,4.0,1.0,0.0,0.0,7.0,364.207
6.3.5.2,C00655,1.0,3925,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,<rdkit.Chem.rdchem.Mol object at 0x10ef76670>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef763a0>,0.5341917059439644,0,0,0,0,0,1,0,10.0,13.0,9.0,4.0,1.0,0.0,0.0,7.0,364.207
2.5.1.44,C06366,1.0,8602,C(CCNCCCCN)CN,<rdkit.Chem.rdchem.Mol object at 0x10ef76710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76440>,0.5249349919179142,0,1,0,0,0,0,0,8.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,159.277
1.16.3.3,C19611,1.0,124490280,[Mn+3],<rdkit.Chem.rdchem.Mol object at 0x10ef767b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef764e0>,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.938
1.16.3.3,C19610,1.0,124490279,[Mn+2],<rdkit.Chem.rdchem.Mol object at 0x10ef76850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76580>,1.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.938
4.4.1.25,C00506,1.0,3789,C([C@@H](C(=O)O)N)S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef768f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76620>,0.4754176798180249,0,0,0,1,0,0,0,3.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,169.158
6.3.5.4,C00152,1.0,3452,C([C@@H](C(=O)O)N)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef766c0>,0.6188391102967374,0,0,0,0,0,1,0,4.0,8.0,3.0,2.0,0.0,0.0,0.0,2.0,132.11899999999997
3.5.1.38,C00152,1.0,3452,C([C@@H](C(=O)O)N)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76760>,0.5702421425308033,0,0,1,0,0,0,0,4.0,8.0,3.0,2.0,0.0,0.0,0.0,2.0,132.11899999999997
3.5.5.4,C00152,1.0,3452,C([C@@H](C(=O)O)N)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76800>,0.5803571428571429,0,0,1,0,0,0,0,4.0,8.0,3.0,2.0,0.0,0.0,0.0,2.0,132.11899999999997
3.1.3.75,C00189,1.0,3489,C(CO)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef768a0>,0.4359861463588171,0,0,1,0,0,0,0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,61.083999999999996
3.5.1.99,C00189,1.0,3489,C(CO)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76940>,0.4520872647986086,0,0,1,0,0,0,0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,61.083999999999996
3.1.3.75,C00346,1.0,3639,C(COP(=O)(O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef76cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef769e0>,0.4359861463588171,0,0,1,0,0,0,0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,141.06299999999996
3.1.3.75,C00114,1.0,3414,C[N+](C)(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x10ef76d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76a80>,0.4359861463588171,0,0,1,0,0,0,0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,-0.5,104.17299999999999
1.1.3.17,C00114,1.0,3414,C[N+](C)(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x10ef76df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76b20>,0.5990990990990991,1,0,0,0,0,0,0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,-0.5,104.17299999999999
1.5.3.17,C02567,1.0,5564,CC(=O)NCCCNCCCCNCCCN,<rdkit.Chem.rdchem.Mol object at 0x10ef76e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76bc0>,0.5514756453787385,1,0,0,0,0,0,0,12.0,28.0,1.0,4.0,0.0,0.0,0.0,1.0,244.38299999999992
1.5.3.13,C02567,1.0,5564,CC(=O)NCCCNCCCCNCCCN,<rdkit.Chem.rdchem.Mol object at 0x10ef76f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76c60>,0.572474353625793,1,0,0,0,0,0,0,12.0,28.0,1.0,4.0,0.0,0.0,0.0,1.0,244.38299999999992
1.5.3.17,C18170,1.0,96024386,CC(=O)NCCC=O,<rdkit.Chem.rdchem.Mol object at 0x10ef76e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef76f80>,0.5514756453787385,1,0,0,0,0,0,0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,2.0,115.13199999999999
1.5.3.13,C18170,1.0,96024386,CC(=O)NCCC=O,<rdkit.Chem.rdchem.Mol object at 0x10ef76ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef750d0>,0.572474353625793,1,0,0,0,0,0,0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,2.0,115.13199999999999
1.5.3.17,C05665,1.0,7975,C(CN)C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef76d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef75030>,0.5514756453787385,1,0,0,0,0,0,0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,73.095
1.5.3.17,C00612,1.0,3886,CC(=O)NCCCNCCCCN,<rdkit.Chem.rdchem.Mol object at 0x10ef76da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef75080>,0.5514756453787385,1,0,0,0,0,0,0,9.0,21.0,1.0,3.0,0.0,0.0,0.0,1.0,187.28699999999995
1.5.3.13,C00612,1.0,3886,CC(=O)NCCCNCCCCN,<rdkit.Chem.rdchem.Mol object at 0x10ef752b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef75170>,0.572474353625793,1,0,0,0,0,0,0,9.0,21.0,1.0,3.0,0.0,0.0,0.0,1.0,187.28699999999995
1.5.3.17,C00750,1.0,4012,C(CCNCCCN)CNCCCN,<rdkit.Chem.rdchem.Mol object at 0x10ef75350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef75210>,0.5514756453787385,1,0,0,0,0,0,0,10.0,26.0,0.0,4.0,0.0,0.0,0.0,0.0,202.34599999999998
4.1.1.28,C00355,1.0,3648,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef753f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef75120>,0.5492022263929275,0,0,0,1,0,0,0,9.0,11.0,4.0,1.0,0.0,0.0,0.0,5.0,197.19
